file_1_file_1_g3794	ko:K06767
file_1_file_1_g18884	ko:K14464
file_1_file_1_g18886	ko:K14464
file_1_file_2_10279_g	ko:K14464
file_1_file_1_g18888	ko:K14464
file_1_file_1_g18889	ko:K14464
file_1_file_1_g18890	-
file_1_file_1_g18891	-
file_1_file_1_g18892	ko:K15174
file_1_file_1_g18893	ko:K11279,ko:K11282,ko:K11405
file_1_file_1_g18894	ko:K16059,ko:K18196
file_1_file_1_g18896	ko:K16059,ko:K18196
file_1_file_1_g18897	-
file_1_file_1_g18898	ko:K20792
file_1_file_1_g18899	-
file_1_file_1_g18900	-
file_1_file_1_g18901	ko:K08064
file_1_file_1_g18902	-
file_1_file_1_g18905	ko:K08826
file_1_file_1_g18906	ko:K08826
file_1_file_1_g18908	ko:K09993
file_1_file_1_g18910	-
file_1_file_1_g18911	-
file_1_file_1_g18912	ko:K01493
file_1_file_1_g18913	ko:K21270
file_1_file_1_g18914	ko:K21270
file_1_file_1_g18915	ko:K14464
file_1_file_1_g18919	-
file_1_file_1_g18920	ko:K05631,ko:K16685
file_1_file_1_g18921	ko:K16685
file_1_file_1_g18922	ko:K09856
file_1_file_1_g18923	ko:K01205
file_1_file_1_g18924	ko:K02725,ko:K13141
file_1_file_1_g18925	ko:K11651
file_1_file_1_g18926	-
file_1_file_1_g18927	-
file_1_file_1_g18928	ko:K01374,ko:K04832
file_1_file_1_g18929	ko:K01374,ko:K04832
file_1_file_1_g18930	ko:K01785
file_1_file_1_g18931	ko:K00453
file_1_file_1_g18932	ko:K14803
file_1_file_1_g18933	ko:K04964,ko:K04967,ko:K04968,ko:K13803
file_1_file_1_g18934	ko:K04964,ko:K04967,ko:K04968,ko:K13803
file_1_file_1_g18935	ko:K04964,ko:K04967,ko:K04968,ko:K13803
file_1_file_1_g18936	ko:K04967
file_1_file_1_g18937	-
file_1_file_1_g18938	-
file_1_file_1_g18939	-
file_1_file_1_g18941	ko:K20123
file_1_file_1_g18942	ko:K20123
file_1_file_1_g18944	ko:K20123
file_1_file_1_g18945	ko:K20123
file_1_file_1_g18946	ko:K18061
file_1_file_1_g18947	-
file_1_file_1_g18948	ko:K18061
file_1_file_1_g18949	ko:K18061
file_1_file_1_g18950	ko:K07919,ko:K07920
file_1_file_1_g18951	ko:K10625,ko:K10626
file_1_file_1_g18952	ko:K10625,ko:K10626
file_1_file_1_g18955	ko:K01052,ko:K18164
file_1_file_1_g18956	ko:K14573
file_1_file_1_g18957	-
file_1_file_1_g18958	ko:K14778
file_1_file_1_g18959	ko:K05402
file_1_file_1_g18961	-
file_1_file_1_g18962	ko:K18083
file_1_file_1_g18963	-
file_1_file_1_g18964	ko:K01637,ko:K01638
file_1_file_1_g18965	ko:K01637,ko:K01638
file_1_file_1_g18966	-
file_1_file_1_g18967	ko:K00161
file_1_file_1_g18968	ko:K05658
file_1_file_1_g18969	-
file_1_file_1_g18970	ko:K03165,ko:K08466
file_1_file_1_g18971	ko:K15444
file_1_file_1_g18973	ko:K01204
file_1_file_2_10370_g	ko:K01204
file_1_file_1_g18975	-
file_1_file_1_g18976	-
file_1_file_1_g18977	-
file_1_file_1_g18978	ko:K01052
file_1_file_1_g18979	ko:K15630
file_1_file_1_g18980	-
file_1_file_1_g18981	ko:K00488,ko:K17951,ko:K17960
file_1_file_1_g18982	ko:K00488,ko:K15004,ko:K17951,ko:K17960
file_1_file_1_g18983	-
file_1_file_1_g18984	-
file_1_file_1_g18985	-
file_1_file_1_g18987	-
file_1_file_1_g18988	ko:K14966
file_1_file_1_g18989	-
file_1_file_1_g18991	-
file_1_file_1_g18994	-
file_1_file_1_g18995	-
file_1_file_1_g19000	-
file_1_file_2_10398_g	ko:K04727
file_1_file_1_g19001	ko:K04727
file_1_file_1_g19002	ko:K15698
file_1_file_1_g19003	ko:K01052,ko:K14452
file_1_file_1_g19004	ko:K03844
file_1_file_1_g19005	ko:K12162
file_1_file_1_g19006	ko:K12162
file_1_file_1_g19007	ko:K14972
file_1_file_1_g19008	ko:K14966
file_1_file_1_g19009	ko:K04239,ko:K05051
file_1_file_1_g19010	ko:K00106
file_1_file_1_g19011	ko:K00106
file_1_file_1_g19012	-
file_1_file_1_g19013	-
file_1_file_1_g19014	-
file_1_file_1_g19016	-
file_1_file_1_g19018	-
file_1_file_1_g19020	-
file_1_file_1_g6243	-
file_1_file_1_g6244	ko:K01446
file_1_file_1_g6245	ko:K01446
file_1_file_1_g6247	ko:K14553
file_1_file_1_g6252	ko:K14972
file_1_file_2_10426_g	ko:K03155
file_1_file_1_g6253	ko:K03155
file_1_file_1_g6254	ko:K03155
file_1_file_1_g6255	ko:K03155
file_1_file_1_g6257	-
file_1_file_1_g6258	-
file_1_file_1_g6260	ko:K04362,ko:K05093,ko:K05094,ko:K05126,ko:K08252
file_1_file_1_g6261	-
file_1_file_1_g6262	ko:K04225
file_1_file_1_g6263	ko:K08606
file_1_file_1_g6265	-
file_1_file_1_g6266	-
file_1_file_1_g6267	ko:K13205
file_1_file_1_g6268	ko:K06173,ko:K14838
file_1_file_1_g6269	ko:K06173,ko:K14838
file_1_file_1_g6270	ko:K13205
file_1_file_1_g6271	-
file_1_file_1_g6272	-
file_1_file_1_g6273	-
file_1_file_1_g6275	ko:K01128
file_1_file_1_g6276	ko:K16535
file_1_file_1_g6277	ko:K14964
file_1_file_1_g6278	ko:K14964
file_1_file_1_g6279	ko:K11160,ko:K14457,ko:K14458
file_1_file_1_g6280	ko:K11160,ko:K14457,ko:K14458
file_1_file_1_g6281	-
file_1_file_1_g6283	ko:K20526
file_1_file_1_g6284	ko:K10358
file_1_file_1_g6285	ko:K10358
file_1_file_1_g6286	-
file_1_file_1_g6287	-
file_1_file_1_g6288	ko:K01634,ko:K20704
file_1_file_1_g6289	-
file_1_file_1_g6290	ko:K07767
file_1_file_1_g6291	ko:K02154
file_1_file_1_g6292	ko:K11140
file_1_file_1_g6293	ko:K11140
file_1_file_1_g6294	ko:K11140
file_1_file_1_g6295	ko:K11140
file_1_file_1_g6296	-
file_1_file_1_g6297	-
file_1_file_1_g6298	-
file_1_file_1_g6299	-
file_1_file_1_g6300	ko:K11140
file_1_file_1_g6301	ko:K11140
file_1_file_1_g6302	ko:K04133,ko:K04134
file_1_file_1_g6303	ko:K04133,ko:K04134
file_1_file_1_g6304	ko:K12816
file_1_file_1_g6305	ko:K00643
file_1_file_1_g6306	ko:K05287
file_1_file_1_g6307	-
file_1_file_1_g6308	-
file_1_file_1_g6311	-
file_1_file_1_g6312	-
file_1_file_1_g6314	ko:K00167
file_1_file_1_g6315	ko:K19410
file_1_file_1_g6317	ko:K19176
file_1_file_1_g6318	ko:K12562
file_1_file_1_g6320	-
file_1_file_1_g6321	-
file_1_file_1_g6322	-
file_1_file_1_g6324	ko:K08202,ko:K08209,ko:K08210
file_1_file_2_10497_g	ko:K08202,ko:K08209,ko:K08210
file_1_file_1_g6325	-
file_1_file_1_g6327	-
file_1_file_1_g6328	-
file_1_file_1_g6329	ko:K00227
file_1_file_1_g6333	ko:K06772,ko:K06773,ko:K06774
file_1_file_1_g6335	ko:K06772,ko:K06773,ko:K06774
file_1_file_1_g6336	ko:K13280
file_1_file_1_g6337	ko:K10686
file_1_file_1_g6338	-
file_1_file_1_g6339	-
file_1_file_1_g6340	-
file_1_file_1_g6341	-
file_1_file_2_10519_g	-
file_1_file_1_g6343	-
file_1_file_1_g6344	-
file_1_file_1_g6345	ko:K01312
file_1_file_2_10523_g	ko:K22403
file_1_file_1_g6347	ko:K22403
file_1_file_1_g6349	ko:K17598
file_1_file_1_g6351	ko:K17598
file_1_file_1_g6352	ko:K13886,ko:K13887
file_1_file_1_g6353	ko:K00831
file_1_file_1_g6354	-
file_1_file_1_g6355	ko:K08371
file_1_file_1_g6357	ko:K19176
file_1_file_1_g6358	ko:K04634,ko:K04635
file_1_file_1_g6360	-
file_1_file_1_g6361	-
file_1_file_1_g6362	-
file_1_file_1_g6363	-
file_1_file_1_g6364	-
file_1_file_1_g6365	-
file_1_file_1_g6366	-
file_1_file_1_g6370	-
file_1_file_1_g6372	ko:K00736
file_1_file_1_g6373	ko:K18646,ko:K18647
file_1_file_1_g6374	ko:K02604,ko:K20472
file_1_file_1_g6376	-
file_1_file_1_g6377	-
file_1_file_1_g6379	ko:K15607
file_1_file_2_10559_g	-
file_1_file_1_g6380	-
file_1_file_1_g6381	-
file_1_file_1_g6382	ko:K05751
file_1_file_1_g6383	ko:K05751
file_1_file_1_g6385	-
file_1_file_1_g6386	-
file_1_file_1_g6387	ko:K08471
file_1_file_1_g6388	ko:K14388
file_1_file_1_g6389	ko:K16533
file_1_file_1_g6390	ko:K06086
file_1_file_2_10570_g	-
file_1_file_1_g6391	-
file_1_file_1_g6392	-
file_1_file_1_g6393	-
file_1_file_1_g6395	-
file_1_file_1_g6396	ko:K07885,ko:K07886
file_1_file_1_g6397	ko:K07401
file_1_file_1_g6398	ko:K15631
file_1_file_1_g6399	-
file_1_file_1_g6401	-
file_1_file_1_g6405	ko:K12889,ko:K13162,ko:K21444
file_1_file_1_g6412	ko:K16469
file_1_file_1_g6413	ko:K11153
file_1_file_1_g6414	ko:K11153
file_1_file_1_g6415	ko:K14286,ko:K18202
file_1_file_1_g6417	-
file_1_file_1_g6418	ko:K10614,ko:K10615
file_1_file_1_g6419	-
file_1_file_1_g6420	-
file_1_file_1_g6421	ko:K07050,ko:K19525
file_1_file_1_g6423	ko:K01937
file_1_file_1_g6424	ko:K11095
file_1_file_1_g6425	-
file_1_file_1_g6426	-
file_1_file_1_g6427	-
file_1_file_1_g6428	-
file_1_file_1_g6430	ko:K12076
file_1_file_1_g6433	ko:K01229,ko:K05350
file_1_file_1_g6435	-
file_1_file_1_g6436	-
file_1_file_1_g6437	ko:K07976
file_1_file_1_g6438	ko:K07855,ko:K17198
file_1_file_1_g6441	ko:K07855,ko:K17198
file_1_file_1_g6442	ko:K15440
file_1_file_1_g6443	ko:K18186
file_1_file_1_g6444	-
file_1_file_1_g6445	-
file_1_file_1_g6446	-
file_1_file_1_g6447	ko:K02911
file_1_file_1_g6448	ko:K12504
file_1_file_1_g6449	ko:K12504
file_1_file_1_g6450	ko:K12504
file_1_file_1_g6451	ko:K12871
file_1_file_1_g6452	ko:K01672,ko:K01674,ko:K18246
file_1_file_1_g6453	ko:K10306
file_1_file_1_g6454	ko:K09113
file_1_file_1_g6456	ko:K06224,ko:K11988,ko:K11989,ko:K11990
file_1_file_1_g6457	ko:K06224,ko:K11988,ko:K11989,ko:K11990
file_1_file_1_g6458	ko:K06224,ko:K11988,ko:K11989,ko:K11990
file_1_file_1_g6459	ko:K06224
file_1_file_1_g6460	-
file_1_file_1_g6461	ko:K09529
file_1_file_1_g6462	ko:K06692
file_1_file_1_g6463	-
file_1_file_1_g6464	-
file_1_file_1_g6465	-
file_1_file_1_g6466	-
file_1_file_1_g6467	-
file_1_file_1_g6468	-
file_1_file_1_g6469	-
file_1_file_1_g6470	-
file_1_file_1_g6471	-
file_1_file_1_g6472	ko:K00873,ko:K12406
file_1_file_1_g6474	ko:K00873
file_1_file_1_g6481	-
file_1_file_1_g6482	-
file_1_file_1_g6483	-
file_1_file_1_g6488	-
file_1_file_1_g6489	-
file_1_file_1_g6490	-
file_1_file_1_g6494	-
file_1_file_1_g6496	-
file_1_file_1_g6497	ko:K09528
file_1_file_1_g6498	ko:K07201,ko:K09408,ko:K17847
file_1_file_1_g6499	ko:K11273
file_1_file_1_g6500	ko:K11415
file_1_file_1_g6501	-
file_1_file_1_g6502	ko:K01262,ko:K14208
file_1_file_1_g6503	ko:K11866,ko:K11867
file_1_file_1_g6505	-
file_1_file_1_g6506	-
file_1_file_1_g6507	ko:K12494
file_1_file_1_g6508	ko:K12494
file_1_file_1_g6509	ko:K20776
file_1_file_1_g6510	-
file_1_file_1_g6511	-
file_1_file_1_g6513	ko:K02349
file_1_file_1_g6514	ko:K02349
file_1_file_1_g6515	-
file_1_file_1_g6516	ko:K14813
file_1_file_1_g6517	-
file_1_file_1_g6518	ko:K00006
file_1_file_1_g6519	ko:K00604
file_1_file_1_g6523	-
file_1_file_1_g6524	ko:K21767
file_1_file_1_g6525	-
file_1_file_2_10697_g	ko:K04577,ko:K04579,ko:K04585
file_1_file_1_g6526	ko:K04577,ko:K04579,ko:K04585
file_1_file_1_g6527	ko:K00789
file_1_file_1_g6528	-
file_1_file_1_g6529	ko:K20394
file_1_file_1_g6530	-
file_1_file_1_g6533	ko:K05312
file_1_file_1_g6534	ko:K01230
file_1_file_1_g6535	ko:K01230
file_1_file_1_g6536	-
file_1_file_1_g6537	-
file_1_file_1_g6538	ko:K10849
file_1_file_1_g6539	-
file_1_file_2_10711_g	-
file_1_file_1_g6540	-
file_1_file_1_g6541	-
file_1_file_1_g6542	ko:K09565
file_1_file_1_g6543	ko:K08963
file_1_file_1_g6544	ko:K08963
file_1_file_1_g6545	ko:K06704
file_1_file_1_g6546	ko:K06704
file_1_file_1_g6547	ko:K08471
file_1_file_1_g6548	ko:K08471
file_1_file_1_g6549	ko:K15378
file_1_file_1_g6551	ko:K06258
file_1_file_2_10724_g	ko:K12198
file_1_file_1_g6552	ko:K12198
file_1_file_1_g6553	ko:K00949
file_1_file_1_g6555	ko:K19673
file_1_file_1_g6556	ko:K06975
file_1_file_1_g6558	-
file_1_file_1_g6559	-
file_1_file_1_g6560	-
file_1_file_1_g6561	ko:K12585
file_1_file_1_g6562	-
file_1_file_1_g6563	ko:K07418
file_1_file_1_g6564	-
file_1_file_1_g6566	ko:K04733
file_1_file_1_g6567	ko:K02350
file_1_file_1_g6568	-
file_1_file_1_g6569	-
file_1_file_1_g6570	-
file_1_file_1_g6571	ko:K03539
file_1_file_2_10745_g	-
file_1_file_1_g6572	-
file_1_file_1_g6573	ko:K00164
file_1_file_1_g6574	ko:K06704
file_1_file_1_g6575	-
file_1_file_1_g6576	-
file_1_file_1_g6577	-
file_1_file_1_g6578	ko:K01011
file_1_file_1_g6579	-
file_1_file_1_g6582	ko:K01011
file_1_file_1_g6583	ko:K03386
file_1_file_1_g6585	ko:K09187,ko:K09188
file_1_file_1_g6586	ko:K01462,ko:K07953
file_1_file_1_g6587	ko:K02955
file_1_file_1_g6588	ko:K04222,ko:K04223,ko:K04224,ko:K04225
file_1_file_1_g6589	ko:K17919
file_1_file_1_g6591	-
file_1_file_1_g6595	ko:K10370,ko:K22030
file_1_file_1_g6598	ko:K00804
file_1_file_1_g6599	ko:K00804
file_1_file_1_g6601	ko:K00804
file_1_file_1_g6602	-
file_1_file_1_g6603	ko:K04936
file_1_file_1_g6604	-
file_1_file_1_g6605	ko:K19404
file_1_file_1_g6606	-
file_1_file_1_g6607	-
file_1_file_1_g6608	ko:K01265
file_1_file_1_g6609	ko:K01265
file_1_file_1_g6610	ko:K05502,ko:K08076,ko:K09608,ko:K13046,ko:K13047
file_1_file_1_g6611	ko:K13719
file_1_file_2_10785_g	ko:K15105
file_1_file_1_g6612	ko:K15105
file_1_file_1_g6613	ko:K15105
file_1_file_1_g6614	ko:K15105
file_1_file_1_g6615	-
file_1_file_1_g6616	-
file_1_file_1_g6618	ko:K01128
file_1_file_1_g6621	-
file_1_file_1_g6622	-
file_1_file_1_g6623	ko:K15537
file_1_file_1_g6624	ko:K17770
file_1_file_1_g6625	-
file_1_file_1_g6626	ko:K12491
file_1_file_1_g6627	ko:K12491,ko:K17848
file_1_file_1_g6629	ko:K12491
file_1_file_1_g6630	ko:K01283
file_1_file_1_g6631	-
file_1_file_1_g6632	-
file_1_file_1_g6634	ko:K01283
file_1_file_1_g6635	-
file_1_file_1_g6636	ko:K01283
file_1_file_1_g6637	ko:K01283
file_1_file_1_g6638	-
file_1_file_1_g6639	-
file_1_file_1_g6640	-
file_1_file_1_g6643	-
file_1_file_1_g6646	-
file_1_file_1_g6647	ko:K03283
file_1_file_1_g6648	-
file_1_file_1_g6649	ko:K02154
file_1_file_1_g6650	ko:K02154
file_1_file_1_g6651	ko:K02154
file_1_file_1_g6652	-
file_1_file_1_g6653	ko:K10426
file_1_file_1_g6654	ko:K14621
file_1_file_1_g6655	ko:K07374
file_1_file_1_g6656	ko:K20031
file_1_file_1_g6657	ko:K05762,ko:K05763,ko:K08007
file_1_file_1_g6658	ko:K05762,ko:K05763,ko:K08007
file_1_file_1_g6659	-
file_1_file_1_g6660	ko:K08471
file_1_file_1_g6661	ko:K05605
file_1_file_1_g6662	ko:K01462
file_1_file_1_g6663	ko:K10415
file_1_file_1_g6664	ko:K10415
file_1_file_1_g6665	ko:K07379,ko:K07380
file_1_file_1_g6666	ko:K07379,ko:K07380
file_1_file_1_g6667	-
file_1_file_1_g6668	-
file_1_file_1_g6671	-
file_1_file_1_g6674	ko:K07427,ko:K15001,ko:K15007
file_1_file_1_g6755	ko:K15759
file_1_file_1_g6756	ko:K00654
file_1_file_1_g6757	ko:K18629
file_1_file_1_g6758	ko:K12823,ko:K13178
file_1_file_1_g6759	ko:K04163
file_1_file_1_g6760	ko:K15865,ko:K20280
file_1_file_1_g6761	ko:K01805
file_1_file_1_g6762	ko:K00876
file_1_file_1_g6763	-
file_1_file_1_g6765	-
file_1_file_1_g6766	-
file_1_file_1_g6768	-
file_1_file_1_g6769	-
file_1_file_1_g6770	ko:K06843
file_1_file_1_g6772	ko:K06843
file_1_file_1_g6773	ko:K16804
file_1_file_1_g6774	ko:K22077
file_1_file_1_g6775	-
file_1_file_1_g6776	-
file_1_file_1_g6777	ko:K20178
file_1_file_1_g6778	-
file_1_file_1_g6779	ko:K18327
file_1_file_1_g6780	ko:K04255
file_1_file_1_g6781	-
file_1_file_1_g6784	ko:K01273
file_1_file_1_g6785	-
file_1_file_1_g6786	ko:K01539
file_1_file_1_g6787	ko:K13239,ko:K17964
file_1_file_1_g6788	ko:K19897
file_1_file_1_g6789	-
file_1_file_1_g6790	-
file_1_file_1_g6794	-
file_1_file_1_g6795	-
file_1_file_1_g6796	ko:K00814
file_1_file_1_g6797	ko:K00814
file_1_file_1_g6798	ko:K00814
file_1_file_1_g6799	ko:K00814
file_1_file_1_g6800	ko:K06233,ko:K20049
file_1_file_1_g6802	-
file_1_file_1_g6803	-
file_1_file_1_g6806	ko:K10694
file_1_file_1_g6807	-
file_1_file_1_g6808	ko:K20286
file_1_file_1_g6809	ko:K08873
file_1_file_1_g6811	-
file_1_file_1_g6812	-
file_1_file_1_g6813	ko:K14616
file_1_file_1_g6814	ko:K01930
file_1_file_1_g6816	-
file_1_file_2_10929_g	-
file_1_file_1_g6817	ko:K14616
file_1_file_2_10930_g	ko:K14616
file_1_file_1_g6818	-
file_1_file_1_g6819	ko:K08873
file_1_file_1_g6820	ko:K14545
file_1_file_1_g6821	-
file_1_file_1_g6822	ko:K14404
file_1_file_1_g6823	ko:K12845
file_1_file_1_g6824	ko:K03842
file_1_file_1_g6825	ko:K13157
file_1_file_1_g6826	-
file_1_file_1_g6827	ko:K20692,ko:K20697
file_1_file_1_g6828	ko:K20697
file_1_file_1_g6829	ko:K20697
file_1_file_1_g6830	ko:K20697
file_1_file_1_g6832	ko:K20697
file_1_file_1_g6833	ko:K20697
file_1_file_1_g6835	ko:K01537
file_1_file_1_g6836	ko:K03943
file_1_file_1_g6838	-
file_1_file_1_g6839	ko:K17658
file_1_file_1_g6841	-
file_1_file_1_g6842	ko:K13510
file_1_file_1_g6843	ko:K13510
file_1_file_1_g6844	-
file_1_file_1_g6845	ko:K05048,ko:K05334
file_1_file_1_g6846	-
file_1_file_1_g6847	ko:K05048,ko:K05334
file_1_file_1_g6848	-
file_1_file_1_g6849	ko:K13249
file_1_file_1_g6850	ko:K00827
file_1_file_1_g6851	-
file_1_file_1_g6852	-
file_1_file_1_g6853	ko:K00889,ko:K00921
file_1_file_1_g6854	ko:K00889,ko:K00921
file_1_file_1_g6855	-
file_1_file_1_g6857	-
file_1_file_1_g6858	ko:K07048
file_1_file_1_g6859	ko:K19758
file_1_file_1_g6860	ko:K07048
file_1_file_1_g6861	ko:K19758
file_1_file_1_g6862	ko:K01414,ko:K08202
file_1_file_1_g6863	ko:K08202
file_1_file_1_g6864	-
file_1_file_1_g6865	ko:K06890
file_1_file_1_g6867	ko:K06890
file_1_file_1_g6868	ko:K17433
file_1_file_1_g6869	-
file_1_file_1_g6870	-
file_1_file_1_g6871	ko:K20692,ko:K20697
file_1_file_1_g6872	ko:K19404
file_1_file_1_g6877	-
file_1_file_1_g6878	-
file_1_file_1_g6881	ko:K11975
file_1_file_1_g6882	ko:K03164
file_1_file_1_g6883	-
file_1_file_1_g6884	ko:K08821,ko:K15594
file_1_file_1_g6885	ko:K08821
file_1_file_1_g6886	ko:K19863,ko:K19864
file_1_file_1_g6887	ko:K16343
file_1_file_1_g6888	-
file_1_file_1_g6889	ko:K11438
file_1_file_1_g6890	ko:K00413
file_1_file_1_g6891	ko:K09594
file_1_file_1_g6892	ko:K18749
file_1_file_1_g6894	ko:K10448
file_1_file_1_g6895	ko:K00069
file_1_file_1_g6896	ko:K18749
file_1_file_1_g6897	ko:K01053,ko:K06676
file_1_file_1_g6898	ko:K01053,ko:K06676
file_1_file_2_11011_g	ko:K01053,ko:K06676
file_1_file_1_g6899	ko:K18405
file_1_file_1_g6900	-
file_1_file_1_g6901	ko:K15336
file_1_file_1_g6902	ko:K04718
file_1_file_1_g6903	ko:K04718
file_1_file_1_g6904	ko:K21442
file_1_file_1_g6905	-
file_1_file_1_g6907	-
file_1_file_2_11020_g	-
file_1_file_1_g6908	-
file_1_file_1_g6910	ko:K10369
file_1_file_1_g6912	-
file_1_file_1_g6913	ko:K11841,ko:K13958
file_1_file_1_g6914	ko:K05038,ko:K05336
file_1_file_1_g6915	ko:K15559
file_1_file_1_g6916	-
file_1_file_1_g6919	ko:K06794,ko:K06795
file_1_file_1_g6920	-
file_1_file_1_g6921	-
file_1_file_1_g6922	-
file_1_file_1_g6923	ko:K13238
file_1_file_2_11035_g	ko:K13238
file_1_file_1_g6924	ko:K13238
file_1_file_1_g6925	-
file_1_file_1_g6926	-
file_1_file_1_g6927	ko:K19476
file_1_file_1_g6928	ko:K10649
file_1_file_1_g6929	ko:K10649
file_1_file_1_g6930	ko:K03661
file_1_file_1_g6931	ko:K04600,ko:K04601,ko:K04602,ko:K14704
file_1_file_1_g6932	-
file_1_file_1_g6933	ko:K09580
file_1_file_1_g6934	-
file_1_file_1_g6935	-
file_1_file_1_g6936	ko:K11463
file_1_file_1_g6937	-
file_1_file_2_11049_g	-
file_1_file_1_g6938	-
file_1_file_1_g6939	ko:K16471
file_1_file_1_g6940	ko:K12485
file_1_file_1_g6943	ko:K12485
file_1_file_1_g6944	ko:K13349
file_1_file_1_g6945	-
file_1_file_1_g6947	-
file_1_file_1_g6948	ko:K12373
file_1_file_1_g6949	-
file_1_file_1_g6950	-
file_1_file_1_g6951	-
file_1_file_2_11063_g	ko:K01074
file_1_file_1_g6952	ko:K01074
file_1_file_1_g6953	-
file_1_file_1_g6954	ko:K07304
file_1_file_1_g6955	ko:K17458,ko:K17459
file_1_file_1_g6956	ko:K05742,ko:K12040,ko:K13961,ko:K14722,ko:K14723
file_1_file_1_g6957	-
file_1_file_1_g6959	-
file_1_file_1_g6960	ko:K13348
file_1_file_1_g6961	-
file_1_file_1_g6962	ko:K03350
file_1_file_1_g6963	ko:K01414
file_1_file_2_11074_g	ko:K04459,ko:K14165
file_1_file_1_g6964	ko:K04459,ko:K14165
file_1_file_1_g6965	-
file_1_file_1_g6967	-
file_1_file_1_g6968	ko:K10477
file_1_file_1_g6969	-
file_1_file_1_g6970	ko:K20791
file_1_file_1_g6971	-
file_1_file_1_g6974	-
file_1_file_1_g6975	ko:K16461
file_1_file_1_g6976	ko:K19269
file_1_file_1_g6978	-
file_1_file_1_g6979	ko:K13084
file_1_file_1_g6980	ko:K14548
file_1_file_1_g6981	-
file_1_file_1_g6985	-
file_1_file_1_g6986	ko:K10843,ko:K11270
file_1_file_1_g6989	ko:K00653
file_1_file_1_g6990	-
file_1_file_1_g6991	ko:K18464
file_1_file_1_g6992	ko:K13354
file_1_file_1_g6994	-
file_1_file_1_g6995	ko:K07189
file_1_file_1_g6996	ko:K03193
file_1_file_1_g6997	ko:K10302
file_1_file_1_g6998	-
file_1_file_1_g7000	ko:K00967
file_1_file_1_g7001	ko:K00967
file_1_file_1_g7002	ko:K10872,ko:K19347
file_1_file_1_g7003	ko:K13092
file_1_file_1_g7004	ko:K01164
file_1_file_1_g7005	-
file_1_file_1_g7014	ko:K14717
file_1_file_1_g7015	-
file_1_file_1_g7016	ko:K10863
file_1_file_1_g7017	ko:K18328
file_1_file_1_g7018	ko:K09270,ko:K18435
file_1_file_1_g7019	ko:K21121
file_1_file_1_g7020	ko:K04885,ko:K04886
file_1_file_1_g7021	ko:K10706
file_1_file_1_g7022	ko:K11845,ko:K11855
file_1_file_1_g7023	ko:K10704
file_1_file_1_g7024	ko:K08802
file_1_file_1_g7025	ko:K13131
file_1_file_1_g7026	ko:K09585
file_1_file_1_g7027	ko:K08776
file_1_file_1_g7028	ko:K05209,ko:K05210,ko:K05211,ko:K05212
file_1_file_1_g7029	ko:K15627
file_2_11147_g	-
file_1_file_1_g7030	-
file_1_file_1_g7031	-
file_1_file_1_g7032	ko:K11147,ko:K11164
file_1_file_1_g7033	-
file_1_file_1_g7034	ko:K00771
file_1_file_1_g7036	ko:K10730
file_1_file_1_g7037	ko:K04739
file_1_file_1_g7038	ko:K09291,ko:K20478
file_1_file_1_g7039	-
file_1_file_1_g7040	ko:K15700
file_1_file_1_g7041	ko:K09022
file_1_file_1_g7042	-
file_1_file_1_g7043	ko:K14570
file_1_file_1_g7044	-
file_1_file_1_g7045	-
file_1_file_1_g7046	ko:K06128,ko:K06130
file_1_file_1_g7047	ko:K14724
file_1_file_1_g7048	ko:K09550
file_1_file_1_g7049	-
file_1_file_1_g7050	-
file_1_file_1_g7051	-
file_1_file_1_g7052	-
file_1_file_1_g7053	-
file_1_file_1_g7054	ko:K15621
file_1_file_1_g7055	ko:K15621
file_1_file_1_g7057	ko:K01052
file_1_file_1_g7059	ko:K01052
file_1_file_1_g7061	ko:K06875
file_1_file_1_g7062	ko:K15323
file_1_file_1_g7063	ko:K07071
file_1_file_1_g7064	ko:K03783
file_1_file_1_g7065	ko:K07414,ko:K07418,ko:K07422,ko:K14937,ko:K14985
file_1_file_1_g7066	ko:K03323
file_1_file_1_g7069	ko:K00901
file_1_file_1_g7070	-
file_1_file_1_g7071	ko:K00415
file_1_file_1_g7072	ko:K15448
file_1_file_1_g7073	ko:K12585,ko:K18758
file_1_file_1_g7074	ko:K10606
file_1_file_1_g7075	ko:K12175
file_1_file_1_g7076	ko:K01307,ko:K15699
file_1_file_1_g7077	-
file_1_file_1_g7089	-
file_1_file_1_g7094	-
file_1_file_1_g7095	-
file_1_file_1_g7097	-
file_1_file_1_g7098	-
file_1_file_1_g7099	-
file_1_file_1_g7100	-
file_1_file_1_g7101	-
file_1_file_1_g7102	-
file_1_file_1_g7103	-
file_1_file_1_g7105	ko:K04374
file_1_file_1_g7107	ko:K03122
file_1_file_1_g7108	-
file_1_file_1_g7110	ko:K19676
file_1_file_1_g7111	ko:K19676
file_1_file_1_g7112	ko:K02875
file_1_file_1_g7113	-
file_1_file_1_g7114	ko:K03024
file_1_file_1_g7113	-
file_1_file_1_g7116	-
file_1_file_1_g7117	-
file_1_file_1_g7118	ko:K18587
file_1_file_1_g7119	ko:K04699
file_1_file_1_g7120	ko:K20493
file_1_file_1_g7122	ko:K00274,ko:K14388
file_1_file_1_g7123	-
file_1_file_1_g7124	ko:K17285
file_1_file_1_g7125	-
file_1_file_1_g7127	ko:K04506
file_1_file_1_g7128	-
file_1_file_1_g7129	ko:K15255
file_1_file_1_g7133	ko:K07945
